Nameservice Startzeit: 09.11 14:10:08,923| mit PID <0.40.0> registriert mit Namen 'nameservice'.
lookup um 09.11 16:42:26,247| von <7264.53.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:42:26,293| von <7264.55.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:42:26,340| von <7264.56.0>:{chef,koordinator@BlueHorst.localdomain}.
Nameservice Startzeit: 09.11 16:43:54,647| mit PID <0.40.0> registriert mit Namen 'nameservice'.
bind um 09.11 16:44:02,151| von <7262.38.0> (chef):{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:11,386| von <7264.40.0>:{chef,koordinator@BlueHorst.localdomain}.
bind um 09.11 16:44:12,992| von <7264.57.0> ('3221'):{'3221',clients@BlueHorst.localdomain}.
bind um 09.11 16:44:13,040| von <7264.56.0> ('3231'):{'3231',clients@BlueHorst.localdomain}.
bind um 09.11 16:44:13,087| von <7264.55.0> ('3241'):{'3241',clients@BlueHorst.localdomain}.
bind um 09.11 16:44:13,133| von <7264.53.0> ('3261'):{'3261',clients@BlueHorst.localdomain}.
bind um 09.11 16:44:13,179| von <7264.58.0> ('3211'):{'3211',clients@BlueHorst.localdomain}.
bind um 09.11 16:44:13,211| von <7264.54.0> ('3251'):{'3251',clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:13,227| von <7264.57.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:13,258| von <7264.56.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:13,274| von <7264.55.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:13,304| von <7264.53.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:13,321| von <7264.58.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:13,351| von <7264.54.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:21,292| von <7271.38.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:21,823| von <7262.38.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:22,337| von <7262.38.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:22,851| von <7262.38.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:23,367| von <7262.38.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:23,882| von <7262.38.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:24,397| von <7262.38.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:27,345| von <7264.55.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:27,859| von <7264.54.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:28,375| von <7264.58.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:28,890| von <7264.57.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:29,403| von <7264.56.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:29,919| von <7264.53.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:30,433| von <7264.55.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:30,948| von <7264.54.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:31,464| von <7264.58.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:31,978| von <7264.57.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:32,492| von <7264.56.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:33,008| von <7264.53.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:44:35,956| von <7264.55.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:36,471| von <7264.54.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:36,986| von <7264.58.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:37,500| von <7264.57.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:38,016| von <7264.56.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:41,479| von <7264.55.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:41,994| von <7264.54.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:42,508| von <7264.58.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:43,022| von <7264.57.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:43,538| von <7264.53.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:44:43,585| von <7264.56.0>:{3261,clients@BlueHorst.localdomain}.
Nameservice Startzeit: 09.11 16:46:41,728| mit PID <0.40.0> registriert mit Namen 'nameservice'.
bind um 09.11 16:46:47,703| von <7262.38.0> (chef):{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:02,430| von <7264.38.0>:{chef,koordinator@BlueHorst.localdomain}.
bind um 09.11 16:47:04,021| von <7264.52.0> ('3251'):{'3251',clients@BlueHorst.localdomain}.
bind um 09.11 16:47:04,052| von <7264.55.0> ('3221'):{'3221',clients@BlueHorst.localdomain}.
bind um 09.11 16:47:04,099| von <7264.54.0> ('3231'):{'3231',clients@BlueHorst.localdomain}.
bind um 09.11 16:47:04,114| von <7264.56.0> ('3211'):{'3211',clients@BlueHorst.localdomain}.
bind um 09.11 16:47:04,130| von <7264.51.0> ('3261'):{'3261',clients@BlueHorst.localdomain}.
bind um 09.11 16:47:04,161| von <7264.53.0> ('3241'):{'3241',clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:04,177| von <7264.52.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:04,208| von <7264.55.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:04,224| von <7264.54.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:04,255| von <7264.56.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:04,270| von <7264.51.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:04,302| von <7264.53.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:09,356| von <7271.38.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:09,902| von <7262.38.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:10,417| von <7262.38.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:10,932| von <7262.38.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:11,447| von <7262.38.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:11,961| von <7262.38.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:12,476| von <7262.38.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:15,425| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:15,939| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:16,454| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:16,969| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:17,484| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:17,999| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:18,513| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:19,028| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:19,543| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:20,058| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:20,573| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:21,087| von <7264.56.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:23,599| von <7271.38.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:24,036| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:24,129| von <7262.38.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:24,551| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:24,644| von <7262.38.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:25,065| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:25,159| von <7262.38.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:25,580| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:25,674| von <7262.38.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:26,095| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:26,189| von <7262.38.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:26,703| von <7262.38.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:27,218| von <7262.38.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:27,733| von <7262.38.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:31,196| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:31,617| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:31,711| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:32,226| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:37,140| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:37,234| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:37,655| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:37,748| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:37,795| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:38,170| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:42,756| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:43,177| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:43,271| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:43,302| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:43,692| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:43,739| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:48,700| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:48,793| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:48,840| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:49,214| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:49,230| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:49,261| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:54,316| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:54,331| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:54,737| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:54,784| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:54,815| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:54,846| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:55,517| von <7271.38.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:56,063| von <7262.38.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:56,578| von <7262.38.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:56,609| von <7264.53.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:57,092| von <7262.38.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:57,139| von <7264.51.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:57,607| von <7264.56.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:57,623| von <7262.38.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:58,122| von <7262.38.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:58,153| von <7264.54.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:58,637| von <7262.38.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:47:58,684| von <7264.55.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:47:59,152| von <7264.52.0>:{chef,koordinator@BlueHorst.localdomain}.
lookup um 09.11 16:48:02,100| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:02,615| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:03,130| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:03,161| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:03,644| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:03,691| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:08,137| von <7264.51.0>:{3251,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:08,652| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:09,167| von <7264.53.0>:{3261,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:09,183| von <7264.56.0>:{3231,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:09,229| von <7264.54.0>:{3241,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:09,261| von <7264.55.0>:{3211,clients@BlueHorst.localdomain}.
lookup um 09.11 16:48:14,175| von <7264.52.0>:{3221,clients@BlueHorst.localdomain}.
